iter	Passed	Remaining
202	276	1085
203	277	1081
204	277	1076
205	278	1071
206	278	1067
207	279	1063
208	279	1058
209	280	1054
210	281	1051
211	281	1047
212	282	1043
213	282	1038
214	283	1034
215	283	1030
216	284	1026
217	284	1022
218	285	1017
219	285	1013
220	286	1010
221	287	1007
222	287	1003
223	288	999
224	289	995
225	289	991
226	290	987
227	290	983
228	291	980
229	291	976
230	292	972
231	292	969
232	293	966
233	294	962
234	294	959
235	295	955
236	295	951
237	296	948
238	296	944
239	297	941
240	297	938
241	298	934
242	299	931
243	299	928
244	300	925
245	301	922
246	301	919
247	302	916
248	302	912
249	303	909
250	303	906
251	304	902
252	304	899
253	305	896
254	305	893
255	306	891
256	307	888
257	307	885
258	308	881
259	308	879
260	309	876
261	310	873
262	310	870
263	311	867
264	311	864
265	312	862
266	313	859
267	313	856
268	314	853
269	314	850
270	315	848
271	315	845
272	316	842
273	316	839
274	317	837
275	318	835
276	318	832
277	319	829
278	320	827
279	320	824
280	321	821
281	321	818
282	322	816
283	322	813
284	323	811
285	323	808
286	324	806
287	325	803
288	325	801
289	326	799
290	326	796
291	327	794
292	328	791
293	328	789
294	329	786
295	329	784
296	330	782
297	331	780
298	331	778
299	332	775
300	333	773
301	333	771
302	334	768
303	334	766
304	335	763
305	335	761
306	336	759
307	337	757
308	337	755
309	338	753
310	338	750
311	339	748
312	339	746
313	340	743
314	341	741
315	341	739
316	342	737
317	342	735
318	343	733
319	344	731
320	344	728
321	345	726
322	345	724
323	346	722
324	346	720
325	347	718
326	347	715
327	348	714
328	349	712
329	350	710
330	350	708
331	351	706
332	351	704
333	352	702
334	352	700
335	353	698
336	353	696
337	354	694
338	355	692
339	355	690
340	356	688
341	356	686
342	357	684
343	358	682
344	358	680
345	359	678
346	359	676
347	360	674
348	360	672
349	361	671
350	361	669
351	362	667
352	363	665
353	363	663
354	364	661
355	364	659
356	365	658
357	365	656
358	366	654
359	367	653
360	368	651
361	368	649
362	369	647
363	369	646
364	370	644
365	371	642
366	371	640
367	372	639
368	372	637
369	373	636
370	374	634
371	374	632
372	375	631
373	376	629
374	376	627
375	377	626
376	377	624
377	378	622
378	379	621
379	379	619
380	380	618
381	381	616
382	381	614
383	382	613
384	382	611
385	383	609
386	383	607
387	384	606
388	384	604
389	385	602
390	386	601
391	386	599
392	387	598
393	387	596
394	388	594
395	388	593
396	389	591
397	390	589
398	390	588
399	391	586
400	391	585
401	392	583
402	393	582
403	393	580
404	394	579
405	394	577
406	395	576
407	395	574
408	396	572
409	396	571
410	397	569
411	398	568
412	399	567
413	399	565
414	400	564
415	401	562
416	401	561
417	402	560
418	402	558
419	403	556
420	403	555
421	404	554
422	405	552
423	405	551
424	406	549
425	407	548
426	407	547
427	408	545
428	408	544
429	409	542
430	409	541
431	410	539
432	410	538
433	411	536
434	412	535
435	412	534
436	413	532
437	413	531
438	414	529
439	414	528
440	415	526
441	416	525
442	416	523
443	417	522
444	417	521
445	418	519
446	419	518
447	419	517
448	420	515
449	420	514
450	421	512
451	421	511
452	422	509
453	422	508
454	423	507
455	424	505
456	424	504
457	425	503
458	425	501
459	426	500
460	427	499
461	427	497
462	428	496
463	428	495
464	429	493
465	430	492
466	430	491
467	431	490
468	431	489
469	432	487
470	432	486
471	433	484
472	434	483
473	434	482
474	435	480
475	435	479
476	436	478
477	436	477
478	437	475
479	438	474
480	438	473
481	439	471
482	439	470
483	440	469
484	440	468
485	441	466
486	441	465
487	442	464
488	443	463
489	443	462
490	444	460
491	445	459
492	445	458
493	446	456
494	446	455
495	447	454
496	447	453
497	448	451
498	449	450
499	449	449
500	450	448
501	450	447
502	451	446
503	451	444
504	452	443
505	453	442
506	453	441
507	454	439
508	454	438
509	455	437
510	456	436
511	456	435
512	457	434
513	457	432
514	458	431
515	458	430
516	459	429
517	460	428
518	460	427
519	461	425
520	462	424
521	462	423
522	463	422
523	463	421
524	464	419
525	464	418
526	465	417
527	465	416
528	466	415
529	467	414
530	467	413
531	468	411
532	468	410
533	469	409
534	470	408
535	470	407
536	471	406
537	471	405
538	472	403
539	472	402
540	473	401
541	473	400
542	474	399
543	475	398
544	475	397
545	476	395
546	476	394
547	477	393
548	477	392
549	478	391
550	479	390
551	479	389
552	480	388
553	481	387
554	481	386
555	482	385
556	482	383
557	483	382
558	483	381
559	484	380
560	484	379
561	485	378
562	486	377
563	486	376
564	487	375
565	487	374
566	488	372
567	488	371
568	489	370
569	489	369
570	490	368
571	490	367
572	491	366
573	492	365
574	493	364
575	493	363
576	494	362
577	494	361
578	495	360
579	495	359
580	496	357
581	496	356
582	497	355
583	498	355
584	499	354
585	499	353
586	500	352
587	501	351
588	501	350
589	502	349
590	502	348
591	503	347
592	504	346
593	504	345
594	505	344
595	505	342
596	506	342
597	507	341
598	507	339
599	508	338
600	508	337
601	509	336
602	509	335
603	510	334
604	511	333
605	512	332
606	512	332
607	513	330
608	513	329
609	514	328
610	514	327
611	515	326
612	515	325
613	516	324
614	517	323
615	517	322
616	518	321
617	519	320
618	519	319
619	520	318
620	520	317
621	521	316
622	522	315
623	522	314
624	523	313
625	523	312
626	524	312
627	525	311
628	525	310
629	526	309
630	526	308
631	527	307
632	527	306
633	528	305
634	528	304
635	529	303
636	530	302
637	530	301
638	531	300
639	532	299
640	532	298
641	533	297
642	533	296
643	534	295
644	535	294
645	536	293
646	536	292
647	537	292
648	538	291
649	539	290
650	539	289
651	540	288
652	540	287
653	541	286
654	542	285
655	543	284
656	543	283
657	544	282
658	545	282
659	545	281
660	546	280
661	547	279
662	547	278
663	548	277
664	549	276
665	549	275
666	550	274
667	551	273
668	551	273
669	552	272
670	553	271
671	553	270
672	554	269
673	555	268
674	555	267
675	556	266
676	557	265
677	557	264
678	558	264
679	559	263
680	559	262
681	560	261
682	560	260
683	561	259
684	562	258
685	562	257
686	563	256
687	564	255
688	564	254
689	565	254
690	565	253
691	566	252
692	567	251
693	568	250
694	569	249
695	570	249
696	571	248
697	571	247
698	572	246
699	572	245
700	573	244
701	574	243
702	574	242
703	575	241
704	576	241
705	576	240
706	577	239
707	577	238
708	580	238
709	581	237
710	582	236
711	583	236
712	584	235
713	585	234
714	586	233
715	587	233
716	589	232
717	591	232
718	592	231
719	593	230
720	595	230
721	597	229
722	598	229
723	600	228
724	601	228
725	602	227
726	603	226
727	603	225
728	606	225
729	607	224
730	608	223
731	609	223
732	610	222
733	610	221
734	611	220
735	612	219
736	613	218
737	614	218
738	614	217
739	615	216
740	616	215
741	617	214
742	617	213
743	619	213
744	620	212
745	621	211
746	622	210
747	624	210
748	624	209
749	626	208
750	627	208
751	628	207
752	629	206
753	630	205
754	631	204
755	632	204
756	633	203
757	633	202
758	634	201
759	635	200
760	635	199
761	636	198
762	636	197
763	637	196
764	638	196
765	638	195
766	639	194
767	640	193
768	640	192
769	641	191
770	643	191
771	644	190
772	645	189
773	647	188
774	650	188
775	651	188
776	653	187
777	654	186
778	654	185
779	655	184
780	656	184
781	657	183
782	657	182
783	658	181
784	659	180
785	659	179
786	660	178
787	661	177
788	661	177
789	662	176
790	663	175
791	663	174
792	664	173
793	665	172
794	666	171
795	666	170
796	667	169
797	667	169
798	668	168
799	669	167
800	669	166
801	670	165
802	671	164
803	672	163
804	672	162
805	673	162
806	673	161
807	674	160
808	675	159
809	675	158
810	676	157
811	677	156
812	677	155
813	678	155
814	679	154
815	679	153
816	680	152
817	680	151
818	681	150
819	682	149
820	683	148
821	683	148
822	684	147
823	685	146
824	685	145
825	686	144
826	687	143
827	687	142
828	688	142
829	689	141
830	689	140
831	690	139
832	691	138
833	691	137
834	692	136
835	692	135
836	693	135
837	694	134
838	695	133
839	695	132
840	696	131
841	697	130
842	697	129
843	698	129
844	698	128
845	699	127
846	700	126
847	700	125
848	701	124
849	702	123
850	702	123
851	703	122
852	703	121
853	704	120
854	705	119
855	705	118
856	706	117
857	707	117
858	707	116
859	708	115
860	708	114
861	709	113
862	709	112
863	710	111
864	711	110
865	711	110
866	712	109
867	712	108
868	713	107
869	714	106
870	714	105
871	715	105
872	715	104
873	716	103
874	717	102
875	717	101
876	718	100
877	719	99
878	719	99
879	720	98
880	721	97
881	722	96
882	722	95
883	723	94
884	724	94
885	724	93
886	725	92
887	726	91
888	726	90
889	727	89
890	728	89
891	728	88
892	729	87
893	730	86
894	730	85
895	731	84
896	732	84
897	733	83
898	733	82
899	734	81
900	735	80
901	735	79
902	736	79
903	737	78
904	738	77
905	738	76
906	739	75
907	740	75
908	741	74
909	741	73
910	742	72
911	743	71
912	744	70
913	744	70
914	745	69
915	746	68
916	746	67
917	747	66
918	748	65
919	748	65
920	749	64
921	750	63
922	750	62
923	751	61
924	752	60
925	752	60
926	753	59
927	754	58
928	754	57
929	755	56
930	756	56
931	756	55
932	757	54
933	758	53
934	758	52
935	759	51
936	760	51
937	760	50
938	761	49
939	762	48
940	762	47
941	763	47
942	764	46
943	765	45
944	765	44
945	766	43
946	766	42
947	767	42
948	768	41
949	768	40
950	769	39
951	770	38
952	771	38
953	771	37
954	772	36
955	773	35
956	773	34
957	774	33
958	775	33
959	776	32
960	776	31
961	777	30
962	778	29
963	778	29
964	779	28
965	780	27
966	780	26
967	781	25
968	781	25
969	782	24
970	783	23
971	783	22
972	784	21
973	784	20
974	785	20
975	786	19
976	786	18
977	787	17
978	788	16
979	789	16
980	789	15
981	790	14
982	791	13
983	791	12
984	792	12
985	793	11
986	794	10
987	794	9
988	795	8
989	796	8
990	797	7
991	797	6
992	798	5
993	799	4
994	799	4
995	800	3
996	801	2
997	802	1
998	802	0
999	803	0
